,index,size,option,root,dtx,expiry_date,strike,pc,price,theo,side,exch,date,date_time,volume,cond,ivol,ivol_chg,delta,spot,spot_chg,vega_dollar,cond_extra,hilo,events,bid,ask,open_int,bid_exch,bid_size,ask_size,ask_exch
1241,12247,1000,TUSK230317P00005000,TUSK,30,2023-03-17,5.0,P,0.2,0.255484,-1,BOX,2023-02-15,2023-02-15 11:36:04.986000-05:00,1000,FLR,0.986512,-0.184338,-0.18116,6.25,-0.21,472.0,OPENING,,,0.1,0.35,163,BOX,119.0,35.0,AMEX
1242,12258,2000,HOUS230317P00007500,HOUS,30,2023-03-17,7.5,P,0.249435,0.202736,1,[MULTI],2023-02-15,2023-02-15 12:03:08.304000-05:00,2000,,0.769096,0.047627,-0.205272,8.805,0.165,1437.0,OPENING,,,0.15,0.25,309,GEMX,255.0,234.0,CBOE
1243,12260,900,ARVN230317P00030000,ARVN,30,2023-03-17,30.0,P,0.82,0.912294,-1,[AMEX],2023-02-15,2023-02-15 12:05:38.753000-05:00,1086,FLR,0.659472,-0.287708,-0.200222,34.575,0.825,2506.0,OPENING,,,0.55,1.25,213,PHLX,49.0,2.0,EMLD
1244,12272,549,SPT230317P00055000,SPT,30,2023-03-17,55.0,P,2.59,2.34781,1,PHLX,2023-02-15,2023-02-15 12:47:04.423000-05:00,1854,AUCT,0.912331,0.081452,-0.231361,64.2998,2.34982,3089.0,OPENING,,,1.8,2.6,3,ISE,1.0,1.0,ARCA
1245,12275,1450,ADTN230317C00018000,ADTN,30,2023-03-17,18.0,C,0.8,0.737458,-2,[GEMX],2023-02-15,2023-02-15 12:56:53.531000-05:00,1450,,0.509772,0.050973,0.453833,17.48,0.21,2876.0,OPENING,,,0.8,0.85,1002,GEMX,115.0,180.0,PHLX
1246,12302,512,LIT230421C00075000,LIT,65,2023-04-21,75.0,C,0.95,0.971876,-2,[MULTI],2023-02-15,2023-02-15 14:41:39.781000-05:00,4069,,0.244376,0.006696,0.2412,68.74,-0.11,4667.0,OPENING,,,0.95,1.0,402,ARCA,106.0,113.0,CBOE
1247,12311,7201,IHI230317P00055000,IHI,30,2023-03-17,55.0,P,1.68,1.6165,1,ARCA,2023-02-15,2023-02-15 15:20:10.925000-05:00,7201,SPRD/FLR,0.190437,0.009998,-0.614007,53.955,0.145,42415.0,OPENING,,,1.45,1.75,12,PHLX,127.0,43.0,PHLX
1248,12332,5855,AVTR230317P00022500,AVTR,29,2023-03-17,22.5,P,0.23,0.273669,-1,[BOX],2023-02-16,2023-02-16 10:07:11.162000-05:00,5855,FLR,0.348913,-0.045325,-0.183719,24.405,-0.435,10818.0,OPENING,,,0.2,0.35,139,PHLX,118.0,238.0,PHLX
1249,12344,1000,NEO230519C00012500,NEO,92,2023-05-19,12.5,C,2.25,2.19868,2,EMLD,2023-02-16,2023-02-16 10:35:05.321000-05:00,1000,,0.657605,-0.033107,0.653994,13.4642,-0.115774,2472.0,OPENING,,,2.1,2.25,141,BOX,356.0,1000.0,EMLD
1250,12345,1000,FULC230317C00015000,FULC,29,2023-03-17,15.0,C,1.1,1.09085,-2,[EMLD],2023-02-16,2023-02-16 10:35:31.403000-05:00,1005,,1.19283,0.151006,0.417457,13.035,0.085,1445.0,OPENING,,,1.1,1.15,463,EMLD,1000.0,18.0,BZX
1251,12356,60000,CANO230421C00002000,CANO,64,2023-04-21,2.0,C,0.3,0.357593,1,AMEX,2023-02-16,2023-02-16 11:12:01.305000-05:00,60000,SPRD/FLR,1.39033,-0.11891,0.524876,1.685,-0.025,17154.0,OPENING,,,0.21,0.36,2355,EMLD,1.0,1.0,ARCA
1252,12357,525,FIVE230317C00210000,FIVE,29,2023-03-17,210.0,C,8.2,8.05545,1,PHLX,2023-02-16,2023-02-16 11:14:09.833000-05:00,531,FLR,0.359967,0.006838,0.509813,208.73,0.349817,12356.0,OPENING,,,7.8,8.3,264,BOX,39.0,15.0,BOX
1253,12361,15000,ABBV230317C00160000,ABBV,29,2023-03-17,160.0,C,0.3,0.335459,-2,BOX,2023-02-16,2023-02-16 11:23:31.978000-05:00,17307,FLR,0.169762,0.002713,0.09331,149.4,-1.66,110001.0,OPENING,,,0.3,0.37,5874,PHLX,30.0,192.0,PHLX
1254,12367,1000,ACN230317C00315000,ACN,29,2023-03-17,315.0,C,0.45,0.575343,-2,[MULTI],2023-02-16,2023-02-16 11:34:48.842000-05:00,1001,,0.223149,-0.000841,0.061193,283.92,-3.73,10103.0,OPENING,,,0.45,0.7,313,BOX,147.0,179.0,C2
1255,12370,922,ACN230317C00315000,ACN,29,2023-03-17,315.0,C,0.45,0.474535,-2,[MULTI],2023-02-16,2023-02-16 11:36:09.569000-05:00,1923,ISO,0.225486,0.001496,0.060733,283.565,-4.08471,9246.0,OPENING,,,0.45,0.7,313,BOX,91.0,10.0,NOM
1256,12375,2690,AON230317C00330000,AON,29,2023-03-17,330.0,C,1.0,1.29614,-2,AMEX,2023-02-16,2023-02-16 11:57:05.318000-05:00,2695,FLR,0.178344,-0.002303,0.132154,310.28,-4.79,51854.0,OPENING,,,1.0,1.6,606,GEMX,6.0,13.0,BOX
1257,12381,644,PVBC230421P00010000,PVBC,64,2023-04-21,10.0,P,0.939814,0.991973,-3,[MULTI],2023-02-16,2023-02-16 12:14:49.316000-05:00,829,,0.425551,-0.095715,-0.577111,9.46,0.23,996.0,OPENING,,,0.95,1.25,26,PHLX,120.0,10.0,PHLX
1258,12389,502,FLWS230317P00012000,FLWS,29,2023-03-17,12.0,P,1.65,1.60372,2,[MULTI],2023-02-16,2023-02-16 12:26:08.871000-05:00,1002,,0.644829,0.060661,-0.711424,10.64,0.24,514.0,OPENING,,,1.55,1.65,112,AMEX,10.0,80.0,MPRL
1259,12402,14390,COF230317C00125000,COF,29,2023-03-17,125.0,C,0.6,0.675698,-2,AMEX,2023-02-16,2023-02-16 12:43:46.075000-05:00,14392,FLR,0.283778,-0.023438,0.136844,113.63,-1.0,102641.0,OPENING,,,0.6,0.75,1051,PHLX,565.0,1.0,BZX
1260,12429,3000,TGNA230317P00017000,TGNA,29,2023-03-17,17.0,P,0.25,0.174325,-1,CBOE,2023-02-16,2023-02-16 13:43:28.616000-05:00,3012,CROSS,0.659497,-0.10078,-0.123895,20.615,0.145,3570.0,OPENING,,,0.05,0.6,271,PHLX,30.0,1.0,ARCA
1261,12444,1500,CUTR230317C00035000,CUTR,29,2023-03-17,35.0,C,2.98,2.70233,-1,AMEX,2023-02-16,2023-02-16 14:24:55.202000-05:00,1502,SPRD/FLR,0.751586,-0.011368,0.547758,34.845,-0.825,5860.0,OPENING,,,1.6,4.7,1041,CBOE,220.0,341.0,CBOE
1262,12446,1100,MTW230317C00014000,MTW,29,2023-03-17,14.0,C,1.08,1.0451,1,PHLX,2023-02-16,2023-02-16 14:36:58.091000-05:00,1102,COB/AUCT,0.548924,0.016681,0.601223,14.315,-0.005,1719.0,OPENING,,,0.95,1.1,34,PHLX,30.0,7.0,AMEX
1263,12447,1100,MTW230317C00014000,MTW,29,2023-03-17,14.0,C,1.08,1.0451,1,PHLX,2023-02-16,2023-02-16 14:37:07.107000-05:00,2202,COB/AUCT,0.548925,0.016682,0.601223,14.315,-0.005,1719.0,OPENING,,,0.95,1.1,34,PHLX,30.0,7.0,AMEX
1264,12448,33618,SIRI230331P00004500,SIRI,43,2023-03-31,4.5,P,0.2,0.168003,2,AMEX,2023-02-16,2023-02-16 15:04:51.833000-05:00,35002,SPRD/FLR,0.444514,0.108668,-0.369677,4.695,0.005,20325.0,OPENING,,,0.15,0.2,13,PHLX,987.0,238.0,ISE
1265,12458,600,SOVO230519C00015000,SOVO,92,2023-05-19,15.0,C,0.7,0.724481,-2,[ARCA],2023-02-16,2023-02-16 15:23:08.322000-05:00,737,,0.485551,-0.146412,0.367224,13.1,-0.71,1495.0,OPENING,,,0.7,0.75,111,ARCA,863.0,53.0,C2
1266,12466,3046,AEO230303P00014000,AEO,15,2023-03-03,14.0,P,0.450525,0.384221,3,[MULTI],2023-02-16,2023-02-16 15:43:04.794000-05:00,3290,ISO,0.790173,0.059091,-0.276912,15.165,-0.395,3143.0,OPENING,,,0.34,0.45,345,BZX,95.0,588.0,PHLX
1267,12471,500,DH230317C00015000,DH,29,2023-03-17,15.0,C,0.85,0.88443,-1,ARCA,2023-02-16,2023-02-16 15:54:49.008000-05:00,1189,LATE,1.02682,0.235179,0.372112,13.745,-0.265,703.0,OPENING,,,0.75,1.0,53,ARCA,20.0,1.0,ARCA
1268,12477,6160,AVTR230317P00022500,AVTR,28,2023-03-17,22.5,P,0.24,0.277048,-1,PHLX,2023-02-17,2023-02-17 09:36:57.787000-05:00,6160,AUCT,0.329018,-0.021634,-0.190421,24.215,-0.155,11347.0,OPENING,,,0.2,0.35,5993,PHLX,222.0,139.0,PHLX
1269,12506,2594,SMAR230317C00050000,SMAR,28,2023-03-17,50.0,C,1.19996,1.10004,2,[MULTI],2023-02-17,2023-02-17 10:44:35.315000-05:00,2605,ISO,0.678329,0.029377,0.26665,43.43,-0.66,10298.0,OPENING,,,1.0,1.2,561,PHLX,122.0,250.0,PHLX
1270,12523,2500,SONO230317C00022500,SONO,28,2023-03-17,22.5,C,0.26,0.243758,2,[MULTI],2023-02-17,2023-02-17 11:14:36.845000-05:00,2532,,0.386226,0.037254,0.21935,20.505,-0.495,4230.0,OPENING,,,0.23,0.26,1262,BXO,10.0,589.0,CBOE
1271,12531,4400,STM230317P00047000,STM,28,2023-03-17,47.0,P,1.09015,1.02628,1,[MIAX],2023-02-17,2023-02-17 11:31:34.757000-05:00,4460,AUCT,0.373805,0.014736,-0.315654,48.9851,-0.174938,21306.0,OPENING,,,0.95,1.1,489,AMEX,830.0,376.0,PHLX
1272,12535,2147,ILPT230421C00007500,ILPT,63,2023-04-21,7.5,C,0.1,0.066484,-2,[MULTI],2023-02-17,2023-02-17 11:43:29.793000-05:00,2500,,0.843089,0.125963,0.137807,4.825,0.045,941.0,OPENING,,,0.1,0.2,1968,ARCA,215.0,2147.0,MPRL
1273,12549,500,UFPI230317P00085000,UFPI,28,2023-03-17,85.0,P,2.2,2.42723,-1,PHLX,2023-02-17,2023-02-17 12:20:01.878000-05:00,507,FLR,0.307356,-0.100106,-0.405804,86.215,-8.055,4619.0,OPENING,,,1.2,4.4,1,PHLX,58.0,14.0,BOX
1274,12570,1944,SCVL230317C00030000,SCVL,28,2023-03-17,30.0,C,0.7,1.19001,-1,BOX,2023-02-17,2023-02-17 13:44:57.508000-05:00,2000,FLR,0.435436,-0.081629,0.332704,28.38,0.31,5542.0,OPENING,,,0.55,1.5,29,PHLX,129.0,109.0,PHLX
1275,12579,1500,OSW230317C00012500,OSW,28,2023-03-17,12.5,C,0.2,0.107772,-2,[MULTI],2023-02-17,2023-02-17 14:04:53.003000-05:00,1500,,0.55776,0.141992,0.224228,10.895,0.015,1361.0,OPENING,,,0.2,0.35,52,ARCA,141.0,221.0,PHLX
1276,12588,868,ABCL230317C00012000,ABCL,28,2023-03-17,12.0,C,0.25,0.224498,1,[MULTI],2023-02-17,2023-02-17 14:24:23.816000-05:00,1908,,0.93581,0.362216,0.209087,9.325,-0.175,645.0,OPENING,,,0.1,0.3,114,BZX,19.0,3.0,ISE
1277,12627,780,ALC230421C00075000,ALC,63,2023-04-21,75.0,C,2.7,2.55161,1,BOX,2023-02-17,2023-02-17 15:51:26.597000-05:00,1560,SPRD/FLR,0.246577,0.035585,0.487142,73.465,-0.635,9526.0,OPENING,,,1.8,3.5,0,GEMX,10.0,6.0,EDGX
1278,12643,1000,TDG230317C00760000,TDG,24,2023-03-17,760.0,C,9.15,11.0518,-1,[BOX],2023-02-21,2023-02-21 09:56:29.585000-05:00,1175,FLR,0.238264,-0.00155,0.324253,735.16,-8.81,68373.0,OPENING,,,8.5,13.2,73,PHLX,3.0,27.0,BOX
1279,12645,710,IQV230317P00195000,IQV,24,2023-03-17,195.0,P,1.35,2.31627,-1,BOX,2023-02-21,2023-02-21 09:58:41.880000-05:00,710,FLR,0.390315,-0.027209,-0.121545,217.65,-2.08,8106.0,OPENING,,,0.4,4.8,0,PHLX,32.0,48.0,PHLX
1280,12646,2700,AXTA230317P00025000,AXTA,24,2023-03-17,25.0,P,0.165,0.153715,-1,[BOX],2023-02-21,2023-02-21 10:03:27.957000-05:00,2700,FLR,0.457347,0.077245,-0.115874,28.83,-0.55,3927.0,OPENING,,,0.0,2.15,18,BXO,0.0,502.0,PHLX
1281,12648,2044,LPLA230317C00260000,LPLA,24,2023-03-17,260.0,C,3.5,5.06856,-2,AMEX,2023-02-21,2023-02-21 10:04:52.586000-05:00,2044,FLR,0.265255,-0.020754,0.326197,250.95,0.96,47730.0,OPENING,,,3.5,6.7,22,PHLX,51.0,70.0,PHLX
1282,12657,932,CHRD230317P00130000,CHRD,24,2023-03-17,130.0,P,7.9,6.94933,1,AMEX,2023-02-21,2023-02-21 10:35:31.787000-05:00,933,FLR,0.577832,0.131535,-0.475088,131.48,-1.67,12354.0,OPENING,,,5.9,8.0,368,EMLD,6.0,6.0,ARCA
1283,12661,1500,CMAX230317C00005000,CMAX,24,2023-03-17,5.0,C,0.3,0.25216,1,BOX,2023-02-21,2023-02-21 10:39:56.292000-05:00,1618,FLR,1.11724,0.094926,0.390226,4.455,-0.085,656.0,OPENING,,,0.2,0.35,642,PHLX,31.0,2.0,AMEX
1284,12662,3600,HASI230317P00030000,HASI,24,2023-03-17,30.0,P,0.68,0.583409,1,[BOX],2023-02-21,2023-02-21 10:45:13.739000-05:00,3602,FLR,0.566885,0.08364,-0.219308,33.18,-1.02,9108.0,OPENING,,,0.4,0.75,1318,CBOE,60.0,158.0,PHLX
1285,12678,747,MTLS230519P00007500,MTLS,87,2023-05-19,7.5,P,0.3,0.328356,-2,[MULTI],2023-02-21,2023-02-21 11:08:48.540000-05:00,747,ISO,0.498827,-0.042796,-0.213023,8.945,-0.145,941.0,OPENING,,,0.3,0.4,467,MPRL,84.0,54.0,MIAX
1286,12680,4115,HDV230421C00108000,HDV,59,2023-04-21,108.0,C,0.39,0.41552,-1,CBOE,2023-02-21,2023-02-21 11:09:50.304000-05:00,4115,AUCT,0.127409,-0.018357,0.151409,102.335,-1.005,40785.0,OPENING,,,0.05,0.8,0,AMEX,1305.0,145.0,CBOE
1287,12683,1994,HRL230421P00045000,HRL,59,2023-04-21,45.0,P,1.05,1.09873,-1,CBOE,2023-02-21,2023-02-21 11:17:04.862000-05:00,2006,AUCT,0.189457,0.001984,-0.406005,45.675,-0.065021,14136.0,OPENING,,,1.0,1.25,11,NOM,1.0,252.0,PHLX
1288,12699,13710,IDV230421C00030000,IDV,59,2023-04-21,30.0,C,0.1,0.126821,-1,CBOE,2023-02-21,2023-02-21 12:08:22.169000-05:00,13710,AUCT,0.13205,-0.016517,0.138755,28.475,-0.095,35383.0,OPENING,,,0.05,0.2,37,CBOE,674.0,1.0,ARCA
1289,12701,2100,AMGN230317P00240000,AMGN,24,2023-03-17,240.0,P,4.7,4.72164,-1,AMEX,2023-02-21,2023-02-21 12:14:44.955000-05:00,2122,SPRD/CROSS,0.210875,0.019269,-0.462078,240.335,-0.195,51414.0,OPENING,,,4.65,4.8,696,NOM,8.0,4.0,BOX
1290,12702,2100,AMGN230317C00240000,AMGN,24,2023-03-17,240.0,C,5.88,5.79339,1,AMEX,2023-02-21,2023-02-21 12:14:44.955000-05:00,2183,SPRD/CROSS,0.215293,0.021171,0.54486,240.335,-0.195,51489.0,OPENING,,,5.7,5.95,214,BOX,14.0,13.0,ARCA
1291,12720,1000,AMEH230317C00040000,AMEH,24,2023-03-17,40.0,C,0.26,0.477812,-1,[BOX],2023-02-21,2023-02-21 13:16:26.782000-05:00,1000,FLR,0.607165,-0.384636,0.126596,33.225,-1.235,1774.0,OPENING,,,0.0,4.1,10,ARCA,0.0,66.0,BOX
1292,12722,650,AMEH230317C00040000,AMEH,24,2023-03-17,40.0,C,0.27,0.478741,-1,[BOX],2023-02-21,2023-02-21 13:28:22.537000-05:00,1650,FLR,0.603418,-0.388383,0.127141,33.24,-1.22,1158.0,OPENING,,,0.0,4.1,10,BZX,0.0,3.0,CBOE
1293,12726,600,CHRD230317C00145000,CHRD,24,2023-03-17,145.0,C,0.8,1.32315,-1,AMEX,2023-02-21,2023-02-21 13:38:31.983000-05:00,600,FLR,0.410708,0.012798,0.126771,129.715,-3.435,4136.0,OPENING,,,0.0,4.6,78,AMEX,0.0,12.0,ARCA
1294,12727,1200,EAT230317P00035000,EAT,24,2023-03-17,35.0,P,0.53,0.576995,-1,[BOX],2023-02-21,2023-02-21 13:40:05.050000-05:00,1503,FLR,0.491729,0.008346,-0.194018,38.585,-0.815,3279.0,OPENING,,,0.5,0.65,83,PHLX,149.0,31.0,PHLX
1295,12728,3366,SPWR230317P00014000,SPWR,24,2023-03-17,14.0,P,0.45,0.469608,-2,BOX,2023-02-21,2023-02-21 13:41:56.196000-05:00,4514,FLR,0.677781,0.007173,-0.256208,15.415,-0.875,4294.0,OPENING,,,0.45,0.49,2679,EDGX,304.0,283.0,EMLD
1296,12738,1000,SUI230421P00150000,SUI,59,2023-04-21,150.0,P,4.05,4.24738,-1,[BOX],2023-02-21,2023-02-21 14:17:32.957000-05:00,1000,FLR,0.261715,0.009249,-0.355622,155.075,-2.975,23090.0,OPENING,,,4.0,4.5,0,MPRL,1.0,1.0,EMLD
1297,12755,7084,HON230421P00180000,HON,59,2023-04-21,180.0,P,2.15,2.21069,-2,PHLX,2023-02-21,2023-02-21 15:16:22.314000-05:00,10268,LATE,0.265838,0.006495,-0.182223,196.955,-4.465,148848.0,OPENING,,,2.15,2.3,6,NOM,1.0,40.0,PHLX
1298,12758,1000,ASND230421C00120000,ASND,59,2023-04-21,120.0,C,3.1,4.61484,-1,AMEX,2023-02-21,2023-02-21 15:18:00.898000-05:00,1000,FLR,0.296971,-0.083692,0.360046,113.495,-3.155,17080.0,OPENING,,,2.85,5.3,8,NOM,10.0,2.0,BZX
1299,12762,1454,TMDX230317P00060000,TMDX,24,2023-03-17,60.0,P,3.1,2.71132,1,AMEX,2023-02-21,2023-02-21 15:23:01.153000-05:00,1512,SPRD/FLR,0.865067,0.108595,-0.299087,65.555,-0.545,8497.0,OPENING,,,2.1,3.2,29,PHLX,119.0,1.0,EMLD
1300,12763,1454,TMDX230421C00080000,TMDX,59,2023-04-21,80.0,C,2.45,3.10442,-1,AMEX,2023-02-21,2023-02-21 15:23:01.154000-05:00,1508,SPRD/FLR,0.62548,-0.062935,0.276263,65.555,-0.545,12871.0,OPENING,,,2.35,3.9,14,PHLX,20.0,116.0,PHLX
1301,12774,5548,UEC230519C00004500,UEC,87,2023-05-19,4.5,C,0.15,0.126376,2,[MULTI],2023-02-21,2023-02-21 15:53:23.769000-05:00,5705,,0.600344,-0.000392,0.275014,3.535,-0.375,3208.0,OPENING,,,0.1,0.15,1804,PHLX,1219.0,224.0,GEMX
1302,12785,2000,ABEV230421P00002500,ABEV,58,2023-04-21,2.5,P,0.1,0.175263,-1,ARCA,2023-02-22,2023-02-22 09:59:23.151000-05:00,2752,FLR,0.349507,0.023772,-0.385774,2.545,0.025,774.0,OPENING,,,0.05,0.2,1842,PHLX,3363.0,1665.0,PHLX
1303,12796,2360,MQ230519C00008000,MQ,86,2023-05-19,8.0,C,0.2,0.379014,-1,BOX,2023-02-22,2023-02-22 10:17:18.503000-05:00,2360,FLR,1.15298,0.0,0.167889,5.825,0.005,1391.0,OPENING,,,0.1,0.4,0,PHLX,602.0,739.0,PHLX
1304,12805,2000,TSEM230317P00040000,TSEM,23,2023-03-17,40.0,P,1.0,0.598961,-1,CBOE,2023-02-22,2023-02-22 10:43:28.142000-05:00,2000,SPRD/LEG/FLR,0.430884,0.029364,-0.332269,41.19,0.41,7523.0,OPENING,,,0.5,1.85,398,CBOE,10.0,8.0,ARCA
1305,12813,4000,AZTA230317C00045000,AZTA,23,2023-03-17,45.0,C,1.53,1.47189,-1,AMEX,2023-02-22,2023-02-22 10:57:19.759000-05:00,4000,SPRD/CROSS,0.397157,0.014744,0.472394,44.45,-0.55,17805.0,OPENING,,,1.35,1.85,1014,PHLX,75.0,2.0,NOM
1306,12814,4000,AZTA230317P00045000,AZTA,23,2023-03-17,45.0,P,1.98,2.00136,1,AMEX,2023-02-22,2023-02-22 10:57:19.759000-05:00,4000,SPRD/CROSS,0.379297,-0.003116,-0.529149,44.45,-0.55,17798.0,OPENING,,,1.8,2.1,198,BZX,1.0,8.0,AMEX
1307,12833,541,UDMY230317P00010000,UDMY,23,2023-03-17,10.0,P,0.652089,0.683088,-1,[MULTI],2023-02-22,2023-02-22 12:03:56.734000-05:00,550,,0.589096,0.001976,-0.503537,9.86,-0.2,535.0,OPENING,,,0.5,0.85,23,PHLX,114.0,91.0,PHLX
1308,12849,1500,SG230317C00012500,SG,23,2023-03-17,12.5,C,0.24992,0.224169,2,[MULTI],2023-02-22,2023-02-22 13:00:07.430000-05:00,1515,ISO,1.03109,0.045142,0.202158,9.72,0.36,1030.0,OPENING,,,0.2,0.25,261,BZX,68.0,139.0,AMEX
1309,12850,4000,FRC230317C00130000,FRC,23,2023-03-17,130.0,C,1.85,1.8627,-1,CBOE,2023-02-22,2023-02-22 13:04:38.713000-05:00,4001,SPRD/LEG/FLR,0.322327,0.0036,0.303305,123.94,1.13,43692.0,OPENING,,,1.7,2.05,14,BZX,11.0,32.0,PHLX
1310,12858,3455,MA230317C00390000,MA,23,2023-03-17,390.0,C,0.47,0.468466,2,PHLX,2023-02-22,2023-02-22 13:26:24.213000-05:00,4213,LATE,0.215166,-0.010401,0.059422,356.57,0.61,38222.0,OPENING,,,0.45,0.47,938,EDGX,6.0,1.0,NOM
1311,12876,2833,LAW230317C00010000,LAW,23,2023-03-17,10.0,C,0.996505,0.622817,1,[MULTI],2023-02-22,2023-02-22 15:02:28.459000-05:00,2872,ISO,1.74671,0.708837,0.438518,9.015,0.425,2419.0,OPENING,,,0.5,1.0,1263,EMLD,1.0,346.0,PHLX
1312,12882,1950,BLUE230519P00005000,BLUE,86,2023-05-19,5.0,P,0.550379,0.570261,-1,[MULTI],2023-02-22,2023-02-22 15:31:42.860000-05:00,2025,,0.74889,-0.110503,-0.345742,5.335,0.125,1867.0,OPENING,,,0.55,0.7,892,MRX,645.0,1.0,EMLD
1313,12902,556,FVRR230317P00050000,FVRR,22,2023-03-17,50.0,P,7.89263,7.5511,3,[MULTI],2023-02-23,2023-02-23 10:03:32.115000-05:00,624,,0.673564,0.024858,-0.786787,43.14,-1.75,1716.0,OPENING,,,7.2,7.6,145,CBOE,78.0,3.0,ARCA
1314,12903,713,TX230421P00035000,TX,57,2023-04-21,35.0,P,0.4,0.454055,-2,PHLX,2023-02-23,2023-02-23 10:06:53.483000-05:00,713,FLR,0.362779,-0.029651,-0.130359,40.545,0.345,2448.0,OPENING,,,0.4,0.5,6,PHLX,20.0,11.0,GEMX
1315,12932,2500,ACRS230519P00010000,ACRS,85,2023-05-19,10.0,P,1.15,1.41911,-1,AMEX,2023-02-23,2023-02-23 11:14:32.193000-05:00,5002,FLR,1.06301,-0.015362,-0.223871,13.0003,0.31031,4653.0,OPENING,,,0.65,1.85,0,AMEX,10.0,24.0,NOM
1316,12934,500,SYM230317P00017500,SYM,22,2023-03-17,17.5,P,1.65,1.6069,2,[MULTI],2023-02-23,2023-02-23 11:21:11.805000-05:00,500,,0.860855,-0.025494,-0.496955,17.1,-0.18,840.0,OPENING,,,1.55,1.65,30,MPRL,10.0,10.0,ARCA
1317,12941,2000,SNY230421C00048000,SNY,57,2023-04-21,48.0,C,1.88,1.56633,1,[PHLX],2023-02-23,2023-02-23 11:34:14.104000-05:00,2000,FLR,0.258265,0.044105,0.502894,47.83,-0.19,15008.0,OPENING,,,1.5,1.9,186,PHLX,41.0,371.0,PHLX
1318,12974,1000,QUAD230421P00005000,QUAD,57,2023-04-21,5.0,P,0.45069,0.621403,-1,[MULTI],2023-02-23,2023-02-23 14:12:36.965000-05:00,1000,,0.371452,-0.209045,-0.611441,4.815,0.255,699.0,OPENING,,,0.45,0.65,3,PHLX,235.0,58.0,AMEX
1319,12994,500,LDOS230317P00100000,LDOS,22,2023-03-17,100.0,P,1.9,2.0112,-1,PHLX,2023-02-23,2023-02-23 15:31:46.593000-05:00,500,FLR,0.190636,-0.030354,-0.498587,99.98,-0.16,4878.0,OPENING,,,1.85,2.2,17,PHLX,24.0,40.0,PHLX
1320,13000,5000,WWE230421C00090000,WWE,57,2023-04-21,90.0,C,3.65,3.82106,-1,CBOE,2023-02-23,2023-02-23 15:59:32.146000-05:00,5025,SPRD/LEG/FLR,0.359663,0.018257,0.436647,86.42,1.35,67258.0,OPENING,,,3.5,4.2,4117,NOM,10.0,68.0,PHLX
1321,13003,1100,CVAC230317C00012500,CVAC,21,2023-03-17,12.5,C,0.15,0.006204,2,BOX,2023-02-24,2023-02-24 09:42:31.857000-05:00,1274,FLR,1.2635,0.004538,0.132777,8.535,-0.125,483.0,OPENING,,,0.0,0.15,981,BXO,0.0,420.0,PHLX
1322,13008,667,H230317P00110000,H,21,2023-03-17,110.0,P,2.1419,1.94186,1,[MULTI],2023-02-24,2023-02-24 09:58:16.528000-05:00,668,,0.352957,0.034987,-0.326121,113.66,-0.66,6596.0,OPENING,,,1.7,2.15,609,PHLX,30.0,56.0,PHLX
1323,13011,5000,IAA230317P00040000,IAA,21,2023-03-17,40.0,P,1.4,1.82057,1,CBOE,2023-02-24,2023-02-24 10:08:52.029000-05:00,5001,AUCT,0.559286,0.181065,-0.350509,41.44,-0.8,18550.0,OPENING,,,0.15,2.05,556,PHLX,445.0,154.0,PHLX
1324,13012,5000,SGML230421C00050000,SGML,56,2023-04-21,50.0,C,0.3,0.515422,-1,CBOE,2023-02-24,2023-02-24 10:11:35.787000-05:00,5000,SPRD/LEG/FLR,0.666924,-0.063658,0.085508,33.245,-1.065,10224.0,OPENING,,,0.0,1.0,30,NOM,0.0,94.0,CBOE
1325,13022,3500,FORG230421P00020000,FORG,56,2023-04-21,20.0,P,0.6,0.420407,1,ARCA,2023-02-24,2023-02-24 10:38:40.267000-05:00,3500,FLR,0.294394,0.009587,-0.369496,20.345,-0.065,10439.0,OPENING,,,0.05,0.7,2825,ARCA,10.0,1.0,ARCA
1326,13026,3000,API230421P00002500,API,56,2023-04-21,2.5,P,0.19936,0.138682,1,[MULTI],2023-02-24,2023-02-24 10:42:07.542000-05:00,3386,,1.32214,0.152941,-0.148546,3.845,0.015,1034.0,OPENING,,,0.0,0.2,0,EMLD,0.0,358.0,NOM
1327,13027,2000,API230421P00002500,API,56,2023-04-21,2.5,P,0.45,0.140794,2,[MULTI],2023-02-24,2023-02-24 10:42:53.180000-05:00,5386,,1.98632,0.817116,-0.178794,3.825,-0.005,773.0,OPENING,,,0.0,0.45,0,EMLD,0.0,184.0,PHLX
1328,13035,500,HRZN230421C00012500,HRZN,56,2023-04-21,12.5,C,0.41,0.476134,-1,[BOX],2023-02-24,2023-02-24 10:55:12.346000-05:00,500,FLR,0.240209,-0.024492,0.531389,12.605,-0.185,920.0,OPENING,,,0.35,0.65,403,PHLX,209.0,66.0,MIAX
1329,13036,2028,ZUMZ230317P00020000,ZUMZ,21,2023-03-17,20.0,P,0.332421,0.250329,3,[MULTI],2023-02-24,2023-02-24 10:56:00.009000-05:00,2028,,0.741726,0.043081,-0.130239,24.03,-0.55,2493.0,OPENING,,,0.2,0.3,45,BOX,36.0,38.0,PHLX
1330,13043,1000,MAXN230317C00020000,MAXN,21,2023-03-17,20.0,C,0.15,0.200135,-2,[MULTI],2023-02-24,2023-02-24 11:10:22.670000-05:00,1001,,0.747929,0.012686,0.118255,15.8,-0.63,754.0,OPENING,,,0.15,0.25,849,PHLX,260.0,2.0,ISE
